,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre
256,Spirited Away,(2001),PG,8.6,96        ,651571,"10,055,859",125 min,"
Animation, Adventure, Family            "
257,Shrek,(2001),PG,7.8,84        ,614039,"267,665,011",90 min,"
Animation, Adventure, Comedy            "
258,Ocean's Eleven,(2001),PG-13,7.7,74        ,516446,"183,417,150",116 min,"
Crime, Thriller            "
259,Training Day,(2001),R,7.7,69        ,390351,"76,631,907",122 min,"
Crime, Drama, Thriller            "
260,Black Hawk Down,(2001),R,7.7,74        ,364287,"108,638,745",144 min,"
Drama, History, War            "
261,The Fast and the Furious,(2001),PG-13,6.8,58        ,347972,"144,533,925",106 min,"
Action, Crime, Thriller            "
262,The Others,(2001),PG-13,7.6,74        ,337694,"96,522,687",104 min,"
Horror, Mystery, Thriller            "
263,Mulholland Drive,(2001),R,7.9,85        ,322113,"7,220,243",147 min,"
Drama, Mystery, Thriller            "
264,Pearl Harbor,(2001),PG-13,6.2,44        ,311596,"198,542,554",183 min,"
Action, Drama, History            "
265,The Mummy Returns,(2001),PG-13,6.4,48        ,300666,"202,019,785",130 min,"
Action, Adventure, Fantasy            "
266,Jurassic Park III,(2001),PG-13,5.9,42        ,295971,"181,171,875",92 min,"
Action, Adventure, Sci-Fi            "
267,A.I. Artificial Intelligence,(2001),PG-13,7.2,65        ,290303,"78,616,689",146 min,"
Drama, Sci-Fi            "
268,The Royal Tenenbaums,(2001),R,7.6,76        ,266887,"52,364,010",110 min,"
Comedy, Drama            "
269,Moulin Rouge!,(2001),PG-13,7.6,66        ,266639,"57,386,607",127 min,"
Drama, Musical, Romance            "
270,Hannibal,(2001),R,6.8,57        ,254706,"165,092,268",131 min,"
Crime, Drama, Thriller            "
271,Vanilla Sky,(2001),R,6.9,45        ,248915,"100,614,858",136 min,"
Fantasy, Mystery, Romance            "
272,Zoolander,(2001),PG-13,6.5,61        ,246343,"45,172,250",90 min,"
Comedy            "
273,Enemy at the Gates,(2001),R,7.6,53        ,243761,"51,401,758",131 min,"
Drama, History, War            "
274,Blow,(2001),R,7.6,52        ,240746,"52,990,775",124 min,"
Biography, Crime, Drama            "
275,American Pie 2,(2001),R,6.4,43        ,240105,"145,103,595",108 min,"
Comedy            "
276,Bridget Jones's Diary,(2001),R,6.7,66        ,226239,"71,543,427",97 min,"
Comedy, Drama, Romance            "
277,Planet of the Apes,(2001),PG-13,5.7,50        ,210311,"180,011,740",119 min,"
Action, Adventure, Sci-Fi            "
278,Rush Hour 2,(2001),PG-13,6.6,48        ,199814,"226,164,286",90 min,"
Action, Comedy, Crime            "
279,Lara Croft: Tomb Raider,(2001),PG-13,5.8,33        ,197919,"131,144,183",100 min,"
Action, Adventure, Fantasy            "
280,Legally Blonde,(2001),PG-13,6.3,59        ,185882,"96,520,674",96 min,"
Comedy, Romance            "
281,Swordfish,(2001),R,6.5,32        ,176163,"69,772,969",99 min,"
Action, Crime, Thriller            "
282,K-PAX,(2001),PG-13,7.4,49        ,175135,"50,338,485",120 min,"
Drama, Mystery, Sci-Fi            "
283,A Knight's Tale,(2001),PG-13,6.9,56        ,171678,"56,569,702",132 min,"
Action, Adventure, Romance            "
284,Scary Movie 2,(2001),R,5.3,29        ,149689,"71,308,997",83 min,"
Comedy, Horror            "
285,Jay and Silent Bob Strike Back,(2001),R,6.8,51        ,148442,"30,059,386",104 min,"
Comedy            "
286,From Hell,(2001),R,6.8,54        ,146870,"31,602,566",122 min,"
Horror, Mystery, Thriller            "
287,Spy Game,(2001),R,7.1,63        ,145539,"26,871",126 min,"
Action, Crime, Thriller            "
288,I Am Sam,(2001),PG-13,7.7,28        ,142882,"40,311,852",132 min,"
Drama            "
289,The Princess Diaries,(2001),G,6.3,52        ,128544,"108,248,956",111 min,"
Comedy, Family, Romance            "
290,Shallow Hal,(2001),PG-13,5.9,48        ,127208,"70,836,296",114 min,"
Comedy, Drama, Fantasy            "
291,The Score,(2001),R,6.8,71        ,121160,"71,069,884",124 min,"
Action, Crime, Drama            "
292,Evolution,(2001),PG-13,6.1,40        ,119442,"38,345,494",101 min,"
Comedy, Sci-Fi            "
293,Y Tu Mamá También,(2001),R,7.6,88        ,115838,"13,622,333",106 min,"
Drama            "
294,Ghost World,(2001),R,7.3,88        ,113072,"6,217,849",111 min,"
Comedy, Drama            "
295,Jeepers Creepers,(2001),R,6.2,49        ,111253,"37,904,175",90 min,"
Horror, Mystery            "
296,Rat Race,(2001),PG-13,6.4,52        ,108841,"56,618,055",112 min,"
Action, Adventure, Comedy            "
297,Spy Kids,(2001),PG,5.5,71        ,108719,"112,719,001",88 min,"
Action, Adventure, Comedy            "
298,Lagaan: Once Upon a Time in India,(2001),PG,8.1,84        ,105065,"70,147",224 min,"
Adventure, Drama, Musical            "
299,Atlantis: The Lost Empire,(2001),PG,6.9,52        ,104664,"84,052,762",95 min,"
Animation, Action, Adventure            "
300,The Man Who Wasn't There,(2001),R,7.5,73        ,104015,"7,494,849",116 min,"
Crime, Drama            "
301,Serendipity,(2001),PG-13,6.9,52        ,103901,"50,294,317",90 min,"
Comedy, Romance            "
302,The Mexican,(2001),R,6.1,43        ,103179,"66,808,615",123 min,"
Adventure, Comedy, Crime            "
303,Behind Enemy Lines,(2001),PG-13,6.4,49        ,98620,"59,068,786",106 min,"
Action, Drama, Thriller            "
304,Not Another Teen Movie,(2001),R,5.7,32        ,97734,"38,252,284",89 min,"
Comedy            "
305,Super Troopers,(2001),R,7.1,48        ,96025,"18,488,314",100 min,"
Comedy, Crime, Mystery            "
306,Ali,(2001),R,6.8,65        ,93686,"58,203,105",157 min,"
Biography, Drama, Sport            "
307,The Experiment,(2001),R,7.7,60        ,90847,"141,072",120 min,"
Drama, Thriller            "
308,The One,(2001),PG-13,5.9,25        ,88524,"43,905,746",87 min,"
Action, Sci-Fi, Thriller            "
309,Sweet November,(2001),PG-13,6.7,27        ,85895,"25,288,103",119 min,"
Drama, Romance            "
310,Monster's Ball,(2001),R,7.0,69        ,82589,"31,252,964",111 min,"
Drama, Romance            "
311,Gosford Park,(2001),R,7.2,90        ,80463,"41,308,615",131 min,"
Comedy, Drama, Mystery            "
312,Final Fantasy: The Spirits Within,(2001),PG-13,6.4,49        ,79920,"32,131,830",106 min,"
Animation, Action, Adventure            "
313,Thir13en Ghosts,(2001),R,5.6,30        ,79769,"41,867,960",91 min,"
Fantasy, Horror            "
314,Kate & Leopold,(2001),PG-13,6.4,44        ,79000,"47,121,859",118 min,"
Comedy, Fantasy, Romance            "
315,Along Came a Spider,(2001),R,6.4,42        ,77397,"74,078,174",104 min,"
Drama, Thriller            "
316,Frailty,(2001),R,7.2,64        ,77213,"13,103,828",100 min,"
Crime, Drama, Thriller            "
317,The Wedding Planner,(2001),PG-13,5.3,33        ,76370,"60,400,856",103 min,"
Comedy, Romance            "
318,Shaolin Soccer,(2001),PG,7.3,68        ,74319,"488,872",87 min,"
Action, Comedy, Family            "
319,The Last Castle,(2001),R,7.0,43        ,71915,"18,208,078",131 min,"
Action, Drama, Thriller            "
320,Dil Chahta Hai,(2001),Not Rated,8.1,No Metascore found,66810,"300,000",183 min,"
Comedy, Drama, Romance            "
321,Bandits,(2001),PG-13,6.5,60        ,65421,"41,575,141",123 min,"
Comedy, Crime, Drama            "
322,Joy Ride,(2001),R,6.6,75        ,64151,"21,973,182",97 min,"
Action, Mystery, Thriller            "
323,Brotherhood of the Wolf,(2001),R,7.0,57        ,62873,"11,260,096",142 min,"
Action, Adventure, Drama            "
324,The Devil's Backbone,(2001),R,7.4,78        ,61819,"754,749",106 min,"
Drama, Horror            "
325,Kiss of the Dragon,(2001),R,6.6,58        ,60871,"36,845,124",98 min,"
Action, Crime, Drama            "
326,Waking Life,(2001),R,7.8,83        ,60695,"2,892,011",99 min,"
Animation, Drama, Fantasy            "
327,Save the Last Dance,(2001),PG-13,6.2,53        ,57480,"91,057,006",112 min,"
Drama, Music, Romance            "
328,The Animal,(2001),PG-13,4.8,43        ,57137,"57,743,062",84 min,"
Comedy, Sci-Fi            "
329,Cats & Dogs,(2001),PG,5.1,47        ,56613,"93,385,515",87 min,"
Action, Comedy, Family            "
330,The Piano Teacher,(2001),R,7.5,79        ,56299,"1,900,282",131 min,"
Drama            "
331,Session 9,(2001),R,6.4,58        ,54957,"378,176",97 min,"
Horror, Mystery            "
332,America's Sweethearts,(2001),PG-13,5.7,44        ,54552,"93,607,673",102 min,"
Comedy, Romance            "
333,Wet Hot American Summer,(2001),R,6.6,42        ,54125,"292,102",97 min,"
Comedy, Romance            "
334,The Pledge,(I) (2001),R,6.8,71        ,53821,"19,719,930",124 min,"
Crime, Drama, Mystery            "
335,Original Sin,(2001),R,6.1,33        ,53747,"16,252,765",116 min,"
Drama, Mystery, Romance            "
336,How High,(2001),R,6.3,29        ,53582,"31,155,435",93 min,"
Comedy, Fantasy            "
337,The Majestic,(2001),PG,6.9,27        ,52426,"27,807,266",152 min,"
Drama, Romance            "
338,Koroshiya 1,(2001),R,7.0,55        ,52296,"20,285",129 min,"
Action, Comedy, Crime            "
339,Heartbreakers,(2001),PG-13,6.2,47        ,51604,"40,336,607",123 min,"
Comedy, Crime, Romance            "
340,Joe Dirt,(2001),PG-13,6.0,20        ,51412,"27,087,695",91 min,"
Adventure, Comedy, Drama            "
341,Ghosts of Mars,(2001),R,4.9,35        ,51136,"8,434,601",98 min,"
Action, Horror, Sci-Fi            "
342,Jason X,(2001),R,4.4,25        ,50762,"13,121,555",92 min,"
Action, Horror, Sci-Fi            "
343,Don't Say a Word,(2001),R,6.3,38        ,48833,"55,001,642",113 min,"
Drama, Mystery, Thriller            "
344,15 Minutes,(2001),R,6.1,34        ,48428,"24,403,552",120 min,"
Action, Crime, Drama            "
345,Formula 51,(2001),R,6.3,23        ,47662,"5,204,007",93 min,"
Action, Comedy, Crime            "
346,Freddy Got Fingered,(2001),R,4.6,13        ,46147,"14,249,005",87 min,"
Comedy            "
347,My Sassy Girl,(2001),Not Rated,8.0,No Metascore found,45406,,137 min,"
Comedy, Drama, Romance            "
348,Kabhi Khushi Kabhie Gham...,(2001),Not Rated,7.4,No Metascore found,45005,"2,902,000",210 min,"
Drama, Musical, Romance            "
349,No Man's Land,(I) (2001),R,7.9,84        ,44621,"1,059,830",98 min,"
Comedy, Drama, War            "
350,The Hole,(2001),R,6.2,No Metascore found,44080,,102 min,"
Drama, Mystery, Thriller            "
351,3000 Miles to Graceland,(2001),R,6.0,21        ,43836,"15,738,632",125 min,"
Action, Comedy, Crime            "
352,Cowboy Bebop: The Movie,(2001),Can not catch,7.9,61        ,42906,"1,000,045",115 min,"
Animation, Action, Crime            "
353,Life as a House,(2001),R,7.5,45        ,42857,"15,652,637",125 min,"
Drama            "
354,Dr. Dolittle 2,(2001),PG,4.7,49        ,41815,"112,952,899",87 min,"
Comedy, Family, Fantasy            "
355,Rock Star,(2001),R,6.3,54        ,40922,"17,008,282",105 min,"
Drama, Music            "
356,Driven,(2001),PG-13,4.6,29        ,39338,"32,720,065",116 min,"
Action, Drama, Sport            "
357,Saving Silverman,(2001),PG-13,5.9,22        ,38675,"19,351,569",90 min,"
Comedy, Crime, Romance            "
358,Black Knight,(2001),PG-13,4.9,32        ,38166,"33,422,806",95 min,"
Adventure, Comedy, Fantasy            "
359,The Curse of the Jade Scorpion,(2001),PG-13,6.7,52        ,37770,"7,496,522",103 min,"
Comedy, Crime, Mystery            "
360,Wasabi,(2001),R,6.7,53        ,37606,"81,525",94 min,"
Action, Drama, Comedy            "
361,In the Bedroom,(2001),R,7.4,86        ,37412,"35,930,604",131 min,"
Crime, Drama            "
362,Hearts in Atlantis,(2001),PG-13,6.9,55        ,36705,"24,185,781",101 min,"
Drama, Mystery            "
363,The Believer,(2001),R,7.2,75        ,36646,"406,035",98 min,"
Drama            "
364,Mean Machine,(2001),R,6.5,45        ,35875,"92,770",99 min,"
Comedy, Crime, Drama            "
365,Sex and Lucía,(2001),R,7.1,65        ,35182,"1,490,177",128 min,"
Drama, Romance            "
366,Bully,(2001),R,6.9,45        ,34604,"1,537,670",108 min,"
Biography, Crime, Drama            "
367,Vizontele,(2001),Can not catch,8.0,No Metascore found,33601,,110 min,"
Comedy, Drama            "
368,The Glass House,(2001),PG-13,5.8,34        ,33442,"18,001,232",106 min,"
Crime, Drama, Mystery            "
369,Heist,(2001),R,6.5,66        ,33418,"47,239",109 min,"
Action, Crime, Drama            "
370,Captain Corelli's Mandolin,(2001),R,5.9,36        ,32925,"25,543,895",131 min,"
Drama, Music, Romance            "
371,Osmosis Jones,(2001),PG,6.3,57        ,32365,"13,596,911",95 min,"
Animation, Action, Adventure            "
372,Exit Wounds,(2001),R,5.6,39        ,32000,"51,758,599",101 min,"
Action, Crime, Thriller            "
373,Hedwig and the Angry Inch,(2001),R,7.7,85        ,31959,"3,029,081",95 min,"
Comedy, Drama, Music            "
374,The Shipping News,(2001),R,6.7,47        ,31861,"11,434,216",111 min,"
Drama            "
375,Jimmy Neutron: Boy Genius,(2001),G,6.0,65        ,30815,"80,936,232",82 min,"
Animation, Action, Adventure            "
376,Bubble Boy,(2001),PG-13,5.6,41        ,30156,"5,002,310",84 min,"
Adventure, Comedy, Romance            "
377,Antitrust,(2001),PG-13,6.1,31        ,28448,"10,965,209",108 min,"
Action, Crime, Drama            "
378,One Night at McCool's,(2001),R,6.1,46        ,28393,"6,290,673",93 min,"
Comedy, Crime            "
379,Hardball,(2001),PG-13,6.4,48        ,28264,"40,219,708",106 min,"
Drama, Sport            "
380,The Tailor of Panama,(2001),R,6.1,66        ,27951,"13,729,742",109 min,"
Comedy, Drama, Thriller            "
381,Riding in Cars with Boys,(2001),PG-13,6.5,43        ,26715,"30,165,536",132 min,"
Biography, Comedy, Drama            "
382,Valentine,(2001),R,4.9,18        ,25520,"20,384,136",96 min,"
Horror, Mystery, Thriller            "
383,Birthday Girl,(2001),R,6.1,51        ,24463,"4,919,896",93 min,"
Comedy, Crime, Thriller            "
384,Domestic Disturbance,(2001),PG-13,5.6,29        ,24423,"45,246,095",89 min,"
Crime, Thriller            "
385,Crazy/Beautiful,(2001),PG-13,6.5,61        ,23774,"16,929,123",99 min,"
Drama, Romance            "
386,Someone Like You,(2001),PG-13,6.1,32        ,23509,"27,338,033",97 min,"
Comedy, Romance            "
387,Buffalo Soldiers,(2001),R,6.8,56        ,23506,"353,743",98 min,"
Comedy, Crime, Drama            "
388,Crocodile Dundee in Los Angeles,(2001),PG,4.8,37        ,23492,"25,635,682",92 min,"
Action, Adventure, Comedy            "
389,Millennium Actress,(2001),PG,7.9,70        ,23451,"186,094",87 min,"
Animation, Drama, Fantasy            "
390,Monsoon Wedding,(2001),R,7.3,77        ,23346,"13,876,974",114 min,"
Comedy, Drama, Romance            "
391,Knockaround Guys,(2001),R,6.1,30        ,22827,"11,632,420",92 min,"
Crime, Drama, Thriller            "
392,Impostor,(2001),PG-13,6.2,33        ,22584,"6,114,237",95 min,"
Drama, Mystery, Sci-Fi            "
393,Angel Eyes,(2001),R,5.6,39        ,22532,"24,044,532",102 min,"
Drama, Romance            "
394,Josie and the Pussycats,(2001),PG-13,5.4,47        ,21712,"14,252,830",98 min,"
Comedy, Music            "
395,Down to Earth,(2001),PG-13,5.5,32        ,21570,"64,186,502",87 min,"
Comedy, Fantasy            "
396,Glitter,(2001),PG-13,2.3,14        ,21497,"4,273,372",104 min,"
Drama, Music, Romance            "
397,Vidocq,(2001),R,6.5,No Metascore found,21145,,98 min,"
Action, Crime, Fantasy            "
398,Metropolis,(2001),PG-13,7.2,75        ,20183,"636,830",108 min,"
Animation, Adventure, Drama            "
399,Enigma,(2001),R,6.3,64        ,20102,"4,298,329",119 min,"
Drama, Mystery, Romance            "
400,Lost and Delirious,(2001),R,6.9,53        ,19971,"302,365",103 min,"
Drama, Romance            "
401,O,(2001),R,6.1,53        ,19186,"16,017,403",95 min,"
Drama, Romance, Thriller            "
402,Tape,(2001),R,7.2,71        ,18835,"490,475",86 min,"
Drama            "
403,Suicide Club,(2001),R,6.6,No Metascore found,18673,,99 min,"
Crime, Drama, Horror            "
404,Lantana,(2001),R,7.2,84        ,18595,"4,460,426",121 min,"
Drama, Mystery, Romance            "
405,Just Visiting,(2001),PG-13,5.8,38        ,18284,"4,777,007",88 min,"
Comedy, Fantasy, Sci-Fi            "
406,Get Over It,(2001),PG-13,5.7,52        ,17931,"11,560,259",87 min,"
Comedy, Romance            "
407,The Son's Room,(2001),R,7.3,73        ,17612,"1,014,416",99 min,"
Drama            "
408,Human Nature,(2001),R,6.4,56        ,17498,"695,876",96 min,"
Comedy, Drama            "
409,Tomcats,(2001),R,5.4,15        ,17476,"13,558,739",95 min,"
Comedy            "
410,Made,(2001),R,6.4,62        ,17342,"5,308,707",95 min,"
Comedy, Crime, Drama            "
411,Der Schuh des Manitu,(2001),Can not catch,6.7,No Metascore found,17338,,87 min,"
Comedy, Western            "
412,Iris,(I) (2001),R,7.0,76        ,17186,"1,292,119",91 min,"
Biography, Drama, Romance            "
413,Prozac Nation,(2001),R,6.3,No Metascore found,17154,,95 min,"
Biography, Drama, Romance            "
414,Storytelling,(2001),R,6.8,50        ,17035,"912,442",87 min,"
Comedy, Drama, Romance            "
415,Dagon,(2001),R,6.3,No Metascore found,16998,,98 min,"
Fantasy, Horror, Mystery            "
416,Out Cold,(2001),PG-13,6.4,22        ,16759,"13,903,262",89 min,"
Comedy, Sport            "
417,Kairo,(2001),R,6.5,70        ,16745,"49,046",119 min,"
Horror, Mystery, Sci-Fi            "
